year,region,FACILITY_NAME,PCOUNTY,Category or Age,Age,Teenager
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,6,14,1
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,7,15,1
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,8,16,1
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,9,17,1
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,10,18,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,11,19,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,12,20,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,13,21,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,14,22,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,15,23,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,16,24,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,ORANGE,12,20,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,ORANGE,13,21,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,ORANGE,16,24,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,ORANGE,17,>24 ,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,RIVERSIDE,13,21,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,RIVERSIDE,17,>24 ,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,SAN BERNARDINO,14,22,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,SAN DIEGO,9,17,1
2010,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,SAN DIEGO,13,21,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,KERN,12,20,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,KERN,17,>24 ,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,7,15,1
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,8,16,1
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,9,17,1
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,10,18,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,11,19,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,12,20,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,13,21,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,14,22,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,15,23,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,16,24,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,Other/Unknown,8,16,1
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,Other/Unknown,12,20,0
2010,Los Angeles,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,Other/Unknown,17,>24 ,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,8,16,1
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,9,17,1
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,10,18,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,11,19,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,12,20,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,13,21,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,14,22,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,15,23,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,16,24,0
2010,Los Angeles,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,ALAMEDA,16,24,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,6,14,1
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,7,15,1
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,8,16,1
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,9,17,1
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,10,18,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,11,19,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,12,20,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,13,21,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,14,22,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,15,23,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,16,24,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,17,>24 ,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,ORANGE,13,21,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,ORANGE,17,>24 ,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,Other/Unknown,14,22,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,SAN BERNARDINO,13,21,0
2010,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,SAN BERNARDINO,16,24,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,7,15,1
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,8,16,1
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,9,17,1
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,10,18,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,11,19,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,12,20,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,13,21,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,14,22,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,15,23,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,16,24,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,17,>24 ,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,ORANGE,14,22,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,ORANGE,17,>24 ,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Other/Unknown,13,21,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Other/Unknown,17,>24 ,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,RIVERSIDE,15,23,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,RIVERSIDE,17,>24 ,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,10,18,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,11,19,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,12,20,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,14,22,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,15,23,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,16,24,0
2010,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,KERN,15,23,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,KERN,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,6,14,1
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,7,15,1
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,8,16,1
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,9,17,1
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,10,18,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,11,19,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,12,20,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,13,21,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,14,22,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,15,23,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,16,24,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,LOS ANGELES,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,ORANGE,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,Other/Unknown,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,RIVERSIDE,17,>24 ,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,SAN BERNARDINO,13,21,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,SAN BERNARDINO,15,23,0
2010,Los Angeles,MONTEREY PARK HOSPITAL,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,KERN,14,22,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,KERN,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,6,14,1
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,7,15,1
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,8,16,1
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,9,17,1
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,10,18,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,11,19,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,12,20,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,13,21,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,14,22,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,15,23,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,16,24,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,Other/Unknown,16,24,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,Other/Unknown,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,RIVERSIDE,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,SAN BERNARDINO,12,20,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,SAN BERNARDINO,16,24,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,SAN DIEGO,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,SANTA CLARA,17,>24 ,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,11,19,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,12,20,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,13,21,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,15,23,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,16,24,0
2010,Los Angeles,NORTHRIDGE HOSPITAL MEDICAL CENTER,VENTURA,17,>24 ,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,5,13,1
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,6,14,1
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,7,15,1
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,8,16,1
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,9,17,1
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,10,18,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,11,19,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,12,20,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,13,21,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,14,22,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,15,23,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,16,24,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,Other/Unknown,16,24,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,Other/Unknown,17,>24 ,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,SAN BERNARDINO,13,21,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,SAN DIEGO,17,>24 ,0
2010,Los Angeles,PACIFIC ALLIANCE MEDICAL CENTER,VENTURA,17,>24 ,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,6,14,1
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,7,15,1
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,8,16,1
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,9,17,1
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,10,18,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,11,19,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,12,20,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,13,21,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,14,22,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,15,23,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,16,24,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,17,>24 ,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,RIVERSIDE,16,24,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,SACRAMENTO,17,>24 ,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,PACIFICA HOSPITAL OF THE VALLEY,VENTURA,9,17,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,6,14,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,7,15,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,8,16,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,9,17,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,10,18,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,11,19,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,12,20,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,13,21,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,14,22,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,15,23,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,16,24,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,LOS ANGELES,17,>24 ,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,ORANGE,9,17,1
2010,Los Angeles,PIH HOSPITAL - DOWNEY,ORANGE,11,19,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,ORANGE,14,22,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,ORANGE,17,>24 ,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,RIVERSIDE,15,23,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,RIVERSIDE,16,24,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,RIVERSIDE,17,>24 ,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,SAN BERNARDINO,16,24,0
2010,Los Angeles,PIH HOSPITAL - DOWNEY,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,IMPERIAL,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,KERN,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,5,13,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,6,14,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,7,15,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,8,16,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,9,17,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,10,18,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,12,20,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,13,21,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,14,22,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,15,23,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,16,24,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,7,15,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,8,16,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,10,18,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,12,20,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,13,21,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,14,22,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,16,24,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,ORANGE,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,9,17,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,12,20,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,13,21,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,15,23,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,16,24,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,Other/Unknown,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,8,16,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,9,17,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,10,18,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,12,20,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,13,21,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,14,22,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,15,23,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,16,24,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,RIVERSIDE,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,6,14,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,7,15,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,8,16,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,9,17,1
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,10,18,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,11,19,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,12,20,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,13,21,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,14,22,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,15,23,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,16,24,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SAN BERNARDINO,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,SANTA BARBARA,17,>24 ,0
2010,Los Angeles,POMONA VALLEY HOSPITAL MEDICAL CENTER,TULARE,14,22,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ALAMEDA,17,>24 ,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,FRESNO,17,>24 ,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,KERN,9,17,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,6,14,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,7,15,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,8,16,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,9,17,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,10,18,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,11,19,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,12,20,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,13,21,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,14,22,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,15,23,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,16,24,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,17,>24 ,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,MENDOCINO,17,>24 ,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,8,16,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,9,17,1
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,10,18,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,11,19,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,12,20,0
2010,Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,ORANGE,13,21,0
