year,PCOUNTY,agecat,count
2013,SAN BERNARDINO,10. 18 Years Old,17
2013,SAN BERNARDINO,11. 19 Years Old,34
2013,RIVERSIDE,08. 16 Years Old,16
2013,RIVERSIDE,09. 17 Years Old,28
2013,RIVERSIDE,10. 18 Years Old,43
2013,RIVERSIDE,11. 19 Years Old,94
2013,RIVERSIDE,11. 19 Years Old,12
2013,SAN BERNARDINO,09. 17 Years Old,16
2013,SAN BERNARDINO,10. 18 Years Old,30
2013,SAN BERNARDINO,11. 19 Years Old,50
2013,RIVERSIDE,07. 15 Years Old,18
2013,RIVERSIDE,08. 16 Years Old,17
2013,RIVERSIDE,09. 17 Years Old,50
2013,RIVERSIDE,10. 18 Years Old,104
2013,RIVERSIDE,11. 19 Years Old,148
2013,SAN BERNARDINO,11. 19 Years Old,12
2013,SAN BERNARDINO,10. 18 Years Old,15
2013,SAN BERNARDINO,11. 19 Years Old,19
2013,RIVERSIDE,10. 18 Years Old,15
2013,RIVERSIDE,11. 19 Years Old,21
2013,RIVERSIDE,08. 16 Years Old,14
2013,RIVERSIDE,09. 17 Years Old,32
2013,RIVERSIDE,10. 18 Years Old,51
2013,RIVERSIDE,11. 19 Years Old,78
2013,SAN BERNARDINO,08. 16 Years Old,23
2013,SAN BERNARDINO,09. 17 Years Old,41
2013,SAN BERNARDINO,10. 18 Years Old,72
2013,SAN BERNARDINO,11. 19 Years Old,94
2013,SAN BERNARDINO,07. 15 Years Old,11
2013,SAN BERNARDINO,08. 16 Years Old,16
2013,SAN BERNARDINO,09. 17 Years Old,42
2013,SAN BERNARDINO,10. 18 Years Old,67
2013,SAN BERNARDINO,11. 19 Years Old,123
2013,SAN BERNARDINO,08. 16 Years Old,18
2013,SAN BERNARDINO,09. 17 Years Old,26
2013,SAN BERNARDINO,10. 18 Years Old,34
2013,SAN BERNARDINO,11. 19 Years Old,65
2013,KERN,09. 17 Years Old,12
2013,KERN,10. 18 Years Old,14
2013,KERN,11. 19 Years Old,25
2013,LOS ANGELES,07. 15 Years Old,17
2013,LOS ANGELES,08. 16 Years Old,39
2013,LOS ANGELES,09. 17 Years Old,72
2013,LOS ANGELES,10. 18 Years Old,158
2013,LOS ANGELES,11. 19 Years Old,209
2013,LOS ANGELES,09. 17 Years Old,12
2013,LOS ANGELES,10. 18 Years Old,14
2013,LOS ANGELES,11. 19 Years Old,29
2013,LOS ANGELES,07. 15 Years Old,20
2013,LOS ANGELES,08. 16 Years Old,57
2013,LOS ANGELES,09. 17 Years Old,87
2013,LOS ANGELES,10. 18 Years Old,158
2013,LOS ANGELES,11. 19 Years Old,216
2013,LOS ANGELES,11. 19 Years Old,22
2013,LOS ANGELES,09. 17 Years Old,13
2013,LOS ANGELES,10. 18 Years Old,30
2013,LOS ANGELES,11. 19 Years Old,45
2013,LOS ANGELES,07. 15 Years Old,12
2013,LOS ANGELES,08. 16 Years Old,27
2013,LOS ANGELES,09. 17 Years Old,67
2013,LOS ANGELES,10. 18 Years Old,117
2013,LOS ANGELES,11. 19 Years Old,178
2013,LOS ANGELES,09. 17 Years Old,12
2013,LOS ANGELES,10. 18 Years Old,14
2013,LOS ANGELES,11. 19 Years Old,24
2013,LOS ANGELES,08. 16 Years Old,28
2013,LOS ANGELES,09. 17 Years Old,48
2013,LOS ANGELES,10. 18 Years Old,86
2013,LOS ANGELES,11. 19 Years Old,168
2013,LOS ANGELES,09. 17 Years Old,17
2013,LOS ANGELES,10. 18 Years Old,29
2013,LOS ANGELES,11. 19 Years Old,35
2013,LOS ANGELES,10. 18 Years Old,12
2013,LOS ANGELES,11. 19 Years Old,14
2013,LOS ANGELES,08. 16 Years Old,21
2013,LOS ANGELES,09. 17 Years Old,25
2013,LOS ANGELES,10. 18 Years Old,43
2013,LOS ANGELES,11. 19 Years Old,45
2013,LOS ANGELES,09. 17 Years Old,12
2013,LOS ANGELES,10. 18 Years Old,23
2013,LOS ANGELES,11. 19 Years Old,50
2013,LOS ANGELES,09. 17 Years Old,19
2013,LOS ANGELES,10. 18 Years Old,51
2013,LOS ANGELES,11. 19 Years Old,45
2013,LOS ANGELES,08. 16 Years Old,16
2013,LOS ANGELES,09. 17 Years Old,26
2013,LOS ANGELES,10. 18 Years Old,54
2013,LOS ANGELES,11. 19 Years Old,94
2013,LOS ANGELES,10. 18 Years Old,15
2013,LOS ANGELES,11. 19 Years Old,17
2013,LOS ANGELES,11. 19 Years Old,14
2013,LOS ANGELES,08. 16 Years Old,31
2013,LOS ANGELES,09. 17 Years Old,39
2013,LOS ANGELES,10. 18 Years Old,92
2013,LOS ANGELES,11. 19 Years Old,123
2013,LOS ANGELES,09. 17 Years Old,18
2013,LOS ANGELES,10. 18 Years Old,25
2013,LOS ANGELES,11. 19 Years Old,28
2013,LOS ANGELES,09. 17 Years Old,13
2013,LOS ANGELES,10. 18 Years Old,31
2013,LOS ANGELES,11. 19 Years Old,50
2013,LOS ANGELES,08. 16 Years Old,17
2013,LOS ANGELES,09. 17 Years Old,29
2013,LOS ANGELES,10. 18 Years Old,44
2013,LOS ANGELES,11. 19 Years Old,82
2013,LOS ANGELES,09. 17 Years Old,18
2013,LOS ANGELES,10. 18 Years Old,24
2013,LOS ANGELES,11. 19 Years Old,48
2013,LOS ANGELES,10. 18 Years Old,24
2013,LOS ANGELES,11. 19 Years Old,37
2013,LOS ANGELES,09. 17 Years Old,18
2013,LOS ANGELES,10. 18 Years Old,24
2013,LOS ANGELES,11. 19 Years Old,48
2013,LOS ANGELES,09. 17 Years Old,15
2013,LOS ANGELES,10. 18 Years Old,22
2013,LOS ANGELES,11. 19 Years Old,42
2013,LOS ANGELES,08. 16 Years Old,12
2013,LOS ANGELES,09. 17 Years Old,18
2013,LOS ANGELES,10. 18 Years Old,22
2013,LOS ANGELES,11. 19 Years Old,47
2013,LOS ANGELES,09. 17 Years Old,13
2013,LOS ANGELES,10. 18 Years Old,20
2013,LOS ANGELES,11. 19 Years Old,34
2013,LOS ANGELES,11. 19 Years Old,16
2013,LOS ANGELES,11. 19 Years Old,13
2013,LOS ANGELES,08. 16 Years Old,15
2013,LOS ANGELES,09. 17 Years Old,17
2013,LOS ANGELES,10. 18 Years Old,35
2013,LOS ANGELES,11. 19 Years Old,48
2013,LOS ANGELES,10. 18 Years Old,12
2013,LOS ANGELES,11. 19 Years Old,20
2013,LOS ANGELES,08. 16 Years Old,12
2013,LOS ANGELES,09. 17 Years Old,29
2013,LOS ANGELES,10. 18 Years Old,54
2013,LOS ANGELES,11. 19 Years Old,74
2013,LOS ANGELES,09. 17 Years Old,13
2013,LOS ANGELES,10. 18 Years Old,25
2013,LOS ANGELES,11. 19 Years Old,45
2013,LOS ANGELES,08. 16 Years Old,29
2013,LOS ANGELES,09. 17 Years Old,58
2013,LOS ANGELES,10. 18 Years Old,95
2013,LOS ANGELES,11. 19 Years Old,124
2013,LOS ANGELES,11. 19 Years Old,17
2013,LOS ANGELES,09. 17 Years Old,14
2013,LOS ANGELES,10. 18 Years Old,26
2013,LOS ANGELES,11. 19 Years Old,39
2013,LOS ANGELES,08. 16 Years Old,25
2013,LOS ANGELES,09. 17 Years Old,38
2013,LOS ANGELES,10. 18 Years Old,70
2013,LOS ANGELES,11. 19 Years Old,93
2013,RIVERSIDE,11. 19 Years Old,13
2013,SAN BERNARDINO,08. 16 Years Old,16
2013,SAN BERNARDINO,09. 17 Years Old,52
2013,SAN BERNARDINO,10. 18 Years Old,97
2013,SAN BERNARDINO,11. 19 Years Old,140
2013,LOS ANGELES,09. 17 Years Old,12
2013,LOS ANGELES,10. 18 Years Old,26
2013,LOS ANGELES,11. 19 Years Old,51
2013,LOS ANGELES,07. 15 Years Old,11
2013,LOS ANGELES,08. 16 Years Old,20
2013,LOS ANGELES,09. 17 Years Old,39
2013,LOS ANGELES,10. 18 Years Old,56
2013,LOS ANGELES,11. 19 Years Old,84
2013,LOS ANGELES,10. 18 Years Old,14
2013,LOS ANGELES,11. 19 Years Old,21
2013,LOS ANGELES,10. 18 Years Old,22
2013,LOS ANGELES,11. 19 Years Old,40
2013,LOS ANGELES,09. 17 Years Old,17
2013,LOS ANGELES,10. 18 Years Old,36
2013,LOS ANGELES,11. 19 Years Old,48
2013,LOS ANGELES,10. 18 Years Old,17
2013,LOS ANGELES,11. 19 Years Old,40
2013,LOS ANGELES,11. 19 Years Old,11
2013,LOS ANGELES,09. 17 Years Old,16
2013,LOS ANGELES,10. 18 Years Old,18
2013,LOS ANGELES,11. 19 Years Old,30
2013,LOS ANGELES,11. 19 Years Old,14
2013,LOS ANGELES,07. 15 Years Old,28
2013,LOS ANGELES,08. 16 Years Old,48
2013,LOS ANGELES,09. 17 Years Old,93
2013,LOS ANGELES,10. 18 Years Old,149
2013,LOS ANGELES,11. 19 Years Old,269
2013,LOS ANGELES,07. 15 Years Old,15
2013,LOS ANGELES,08. 16 Years Old,32
2013,LOS ANGELES,09. 17 Years Old,52
2013,LOS ANGELES,10. 18 Years Old,89
2013,LOS ANGELES,11. 19 Years Old,127
2013,LOS ANGELES,09. 17 Years Old,12
2013,LOS ANGELES,10. 18 Years Old,22
2013,LOS ANGELES,11. 19 Years Old,42
2013,LOS ANGELES,07. 15 Years Old,14
2013,LOS ANGELES,08. 16 Years Old,37
2013,LOS ANGELES,09. 17 Years Old,46
2013,LOS ANGELES,10. 18 Years Old,105
2013,LOS ANGELES,11. 19 Years Old,115
2013,LOS ANGELES,07. 15 Years Old,16
2013,LOS ANGELES,08. 16 Years Old,36
2013,LOS ANGELES,09. 17 Years Old,75
2013,LOS ANGELES,10. 18 Years Old,122
2013,LOS ANGELES,11. 19 Years Old,167
2013,LOS ANGELES,09. 17 Years Old,22
2013,LOS ANGELES,10. 18 Years Old,36
2013,LOS ANGELES,11. 19 Years Old,90
2013,VENTURA,09. 17 Years Old,21
2013,VENTURA,10. 18 Years Old,51
2013,VENTURA,11. 19 Years Old,78
2013,SANTA BARBARA,09. 17 Years Old,12
2013,SANTA BARBARA,10. 18 Years Old,13
2013,SANTA BARBARA,11. 19 Years Old,18
2013,VENTURA,11. 19 Years Old,18
2013,SANTA BARBARA,07. 15 Years Old,14
2013,SANTA BARBARA,08. 16 Years Old,34
2013,SANTA BARBARA,09. 17 Years Old,46
2013,SANTA BARBARA,10. 18 Years Old,75
2013,SANTA BARBARA,11. 19 Years Old,105
2013,SANTA BARBARA,09. 17 Years Old,14
2013,SANTA BARBARA,10. 18 Years Old,38
2013,SANTA BARBARA,11. 19 Years Old,49
2013,SAN LUIS OBISP,10. 18 Years Old,15
2013,SAN LUIS OBISP,11. 19 Years Old,25
2013,VENTURA,07. 15 Years Old,11
2013,VENTURA,08. 16 Years Old,15
2013,VENTURA,09. 17 Years Old,41
2013,VENTURA,10. 18 Years Old,55
2013,VENTURA,11. 19 Years Old,74
2013,SAN LUIS OBISP,10. 18 Years Old,20
2013,SAN LUIS OBISP,11. 19 Years Old,25
2013,VENTURA,08. 16 Years Old,17
2013,VENTURA,09. 17 Years Old,40
2013,VENTURA,10. 18 Years Old,65
2013,VENTURA,11. 19 Years Old,92
2013,ORANGE,08. 16 Years Old,14
2013,ORANGE,09. 17 Years Old,28
2013,ORANGE,10. 18 Years Old,46
2013,ORANGE,11. 19 Years Old,66
2013,ORANGE,08. 16 Years Old,12
2013,ORANGE,09. 17 Years Old,28
2013,ORANGE,10. 18 Years Old,29
2013,ORANGE,11. 19 Years Old,45
2013,ORANGE,08. 16 Years Old,17
2013,ORANGE,09. 17 Years Old,28
2013,ORANGE,10. 18 Years Old,63
2013,ORANGE,11. 19 Years Old,80
2013,ORANGE,08. 16 Years Old,12
2013,ORANGE,09. 17 Years Old,20
2013,ORANGE,10. 18 Years Old,28
2013,ORANGE,11. 19 Years Old,53
2013,ORANGE,10. 18 Years Old,16
2013,ORANGE,11. 19 Years Old,25
2013,ORANGE,08. 16 Years Old,13
2013,ORANGE,09. 17 Years Old,21
2013,ORANGE,10. 18 Years Old,51
2013,ORANGE,11. 19 Years Old,54
2013,LOS ANGELES,11. 19 Years Old,23
2013,ORANGE,09. 17 Years Old,20
2013,ORANGE,10. 18 Years Old,35
2013,ORANGE,11. 19 Years Old,52
2013,ORANGE,11. 19 Years Old,19
2013,ORANGE,08. 16 Years Old,21
2013,ORANGE,09. 17 Years Old,29
2013,ORANGE,10. 18 Years Old,45
2013,ORANGE,11. 19 Years Old,74
2013,ORANGE,09. 17 Years Old,16
2013,ORANGE,10. 18 Years Old,26
2013,ORANGE,11. 19 Years Old,35
2013,ORANGE,07. 15 Years Old,13
2013,ORANGE,08. 16 Years Old,30
2013,ORANGE,09. 17 Years Old,57
2013,ORANGE,10. 18 Years Old,100
2013,ORANGE,11. 19 Years Old,153
2013,ORANGE,10. 18 Years Old,11
2013,ORANGE,11. 19 Years Old,14
2013,ORANGE,09. 17 Years Old,11
2013,ORANGE,10. 18 Years Old,33
2013,ORANGE,11. 19 Years Old,42
2013,SAN JOAQUIN,08. 16 Years Old,11
2013,SAN JOAQUIN,09. 17 Years Old,24
2013,SAN JOAQUIN,10. 18 Years Old,35
2013,SAN JOAQUIN,11. 19 Years Old,43
2013,SAN JOAQUIN,10. 18 Years Old,16
2013,SAN JOAQUIN,11. 19 Years Old,34
2013,BUTTE,11. 19 Years Old,17
2013,BUTTE,10. 18 Years Old,17
2013,BUTTE,11. 19 Years Old,29
2013,SAN JOAQUIN,10. 18 Years Old,28
2013,SAN JOAQUIN,11. 19 Years Old,28
2013,STANISLAUS,09. 17 Years Old,14
2013,STANISLAUS,10. 18 Years Old,14
2013,STANISLAUS,11. 19 Years Old,14
2013,SACRAMENTO,08. 16 Years Old,15
2013,SACRAMENTO,10. 18 Years Old,42
2013,SACRAMENTO,11. 19 Years Old,44
2013,SACRAMENTO,09. 17 Years Old,20
2013,SACRAMENTO,10. 18 Years Old,38
2013,SACRAMENTO,11. 19 Years Old,46
2013,SAN JOAQUIN,10. 18 Years Old,16
2013,SAN JOAQUIN,11. 19 Years Old,32
2013,EL DORADO,10. 18 Years Old,13
2013,EL DORADO,11. 19 Years Old,18
2013,SACRAMENTO,08. 16 Years Old,14
2013,SACRAMENTO,09. 17 Years Old,32
2013,SACRAMENTO,10. 18 Years Old,53
2013,SACRAMENTO,11. 19 Years Old,86
2013,SHASTA,08. 16 Years Old,12
2013,SHASTA,09. 17 Years Old,18
2013,SHASTA,10. 18 Years Old,43
2013,SHASTA,11. 19 Years Old,60
2013,SACRAMENTO,09. 17 Years Old,16
2013,SACRAMENTO,10. 18 Years Old,36
2013,SACRAMENTO,11. 19 Years Old,59
2013,SACRAMENTO,09. 17 Years Old,17
2013,SACRAMENTO,10. 18 Years Old,35
2013,SACRAMENTO,11. 19 Years Old,59
2013,BUTTE,10. 18 Years Old,15
2013,BUTTE,11. 19 Years Old,18
2013,SUTTER,09. 17 Years Old,13
2013,SUTTER,10. 18 Years Old,17
2013,SUTTER,11. 19 Years Old,22
2013,YUBA,09. 17 Years Old,14
2013,YUBA,10. 18 Years Old,19
2013,YUBA,11. 19 Years Old,26
2013,SAN JOAQUIN,08. 16 Years Old,25
2013,SAN JOAQUIN,09. 17 Years Old,23
2013,SAN JOAQUIN,10. 18 Years Old,47
2013,SAN JOAQUIN,11. 19 Years Old,75
2013,NEVADA,11. 19 Years Old,12
2013,TEHAMA,10. 18 Years Old,18
2013,TEHAMA,11. 19 Years Old,19
2013,SAN JOAQUIN,08. 16 Years Old,18
2013,SAN JOAQUIN,09. 17 Years Old,43
2013,SAN JOAQUIN,10. 18 Years Old,54
2013,SAN JOAQUIN,11. 19 Years Old,92
2013,SACRAMENTO,08. 16 Years Old,23
2013,SACRAMENTO,09. 17 Years Old,50
2013,SACRAMENTO,10. 18 Years Old,75
2013,SACRAMENTO,11. 19 Years Old,149
2013,PLACER,10. 18 Years Old,14
2013,PLACER,11. 19 Years Old,28
2013,SAN JOAQUIN,11. 19 Years Old,13
2013,SACRAMENTO,09. 17 Years Old,11
2013,SACRAMENTO,10. 18 Years Old,12
2013,SACRAMENTO,11. 19 Years Old,35
2013,YOLO,11. 19 Years Old,18
2013,YOLO,10. 18 Years Old,15
2013,YOLO,11. 19 Years Old,19
2013,IMPERIAL,08. 16 Years Old,14
2013,IMPERIAL,09. 17 Years Old,13
2013,IMPERIAL,10. 18 Years Old,31
2013,IMPERIAL,11. 19 Years Old,44
2013,SAN DIEGO,08. 16 Years Old,17
2013,SAN DIEGO,09. 17 Years Old,43
2013,SAN DIEGO,10. 18 Years Old,64
2013,SAN DIEGO,11. 19 Years Old,133
2013,SAN DIEGO,08. 16 Years Old,13
2013,SAN DIEGO,09. 17 Years Old,28
2013,SAN DIEGO,10. 18 Years Old,42
2013,SAN DIEGO,11. 19 Years Old,64
2013,SAN DIEGO,07. 15 Years Old,11
2013,SAN DIEGO,08. 16 Years Old,24
2013,SAN DIEGO,09. 17 Years Old,36
2013,SAN DIEGO,10. 18 Years Old,72
2013,SAN DIEGO,11. 19 Years Old,114
2013,SAN DIEGO,11. 19 Years Old,14
2013,IMPERIAL,08. 16 Years Old,15
2013,IMPERIAL,09. 17 Years Old,27
2013,IMPERIAL,10. 18 Years Old,61
2013,IMPERIAL,11. 19 Years Old,67
2013,SAN DIEGO,10. 18 Years Old,11
2013,SAN DIEGO,11. 19 Years Old,22
2013,SAN DIEGO,11. 19 Years Old,18
2013,SAN DIEGO,07. 15 Years Old,14
2013,SAN DIEGO,08. 16 Years Old,41
2013,SAN DIEGO,09. 17 Years Old,66
2013,SAN DIEGO,10. 18 Years Old,130
2013,SAN DIEGO,11. 19 Years Old,161
2013,SAN DIEGO,08. 16 Years Old,16
2013,SAN DIEGO,09. 17 Years Old,32
2013,SAN DIEGO,10. 18 Years Old,60
2013,SAN DIEGO,11. 19 Years Old,75
2013,SAN DIEGO,07. 15 Years Old,11
2013,SAN DIEGO,08. 16 Years Old,25
2013,SAN DIEGO,09. 17 Years Old,38
2013,SAN DIEGO,10. 18 Years Old,90
2013,SAN DIEGO,11. 19 Years Old,141
2013,SAN DIEGO,08. 16 Years Old,19
2013,SAN DIEGO,09. 17 Years Old,35
2013,SAN DIEGO,10. 18 Years Old,75
2013,SAN DIEGO,11. 19 Years Old,110
2013,SAN DIEGO,10. 18 Years Old,25
2013,SAN DIEGO,11. 19 Years Old,26
2014,ALAMEDA,08. 16 Years Old,21
2014,ALAMEDA,09. 17 Years Old,31
2014,ALAMEDA,10. 18 Years Old,63
2014,ALAMEDA,11. 19 Years Old,97
2014,CONTRA COSTA,10. 18 Years Old,19
2014,CONTRA COSTA,11. 19 Years Old,24
2014,SAN FRANCISCO,11. 19 Years Old,11
2014,MONTEREY,11. 19 Years Old,13
2014,CONTRA COSTA,09. 17 Years Old,26
2014,CONTRA COSTA,10. 18 Years Old,33
2014,CONTRA COSTA,11. 19 Years Old,65
2014,SANTA CRUZ,11. 19 Years Old,13
2014,ALAMEDA,10. 18 Years Old,20
2014,ALAMEDA,11. 19 Years Old,30
2014,SANTA CLARA,11. 19 Years Old,20
2014,MONTEREY,08. 16 Years Old,11
2014,MONTEREY,11. 19 Years Old,24
2014,SONOMA,11. 19 Years Old,11
2014,SANTA CLARA,11. 19 Years Old,13
2014,SAN BENITO,10. 18 Years Old,11
2014,SAN BENITO,11. 19 Years Old,20
2014,ALAMEDA,09. 17 Years Old,13
2014,ALAMEDA,10. 18 Years Old,20
2014,ALAMEDA,11. 19 Years Old,26
2014,CONTRA COSTA,11. 19 Years Old,13
2014,CONTRA COSTA,10. 18 Years Old,12
2014,CONTRA COSTA,11. 19 Years Old,26
2014,ALAMEDA,11. 19 Years Old,15
2014,ALAMEDA,11. 19 Years Old,12
2014,SOLANO,11. 19 Years Old,24
2014,SANTA CLARA,09. 17 Years Old,11
2014,SANTA CLARA,10. 18 Years Old,16
2014,SANTA CLARA,11. 19 Years Old,35
2014,ALAMEDA,10. 18 Years Old,16
2014,ALAMEDA,11. 19 Years Old,18
2014,SANTA CLARA,10. 18 Years Old,14
2014,SANTA CLARA,11. 19 Years Old,26
2014,SONOMA,10. 18 Years Old,13
2014,SONOMA,11. 19 Years Old,18
2014,SOLANO,11. 19 Years Old,20
2014,CONTRA COSTA,11. 19 Years Old,17
2014,SAN MATEO,09. 17 Years Old,16
2014,SAN MATEO,10. 18 Years Old,18
2014,SAN MATEO,11. 19 Years Old,39
2014,SANTA CLARA,10. 18 Years Old,14
2014,SANTA CLARA,11. 19 Years Old,24
2014,HUMBOLDT,10. 18 Years Old,12
2014,HUMBOLDT,11. 19 Years Old,16
2014,MARIN,10. 18 Years Old,19
2014,MARIN,11. 19 Years Old,20
2014,SAN MATEO,11. 19 Years Old,17
2014,MONTEREY,07. 15 Years Old,11
2014,MONTEREY,08. 16 Years Old,32
2014,MONTEREY,09. 17 Years Old,47
2014,MONTEREY,10. 18 Years Old,58
2014,MONTEREY,11. 19 Years Old,97
2014,SOLANO,09. 17 Years Old,16
2014,SOLANO,10. 18 Years Old,29
2014,SOLANO,11. 19 Years Old,42
2014,SANTA CLARA,07. 15 Years Old,11
2014,SANTA CLARA,09. 17 Years Old,32
2014,SANTA CLARA,10. 18 Years Old,49
2014,SANTA CLARA,11. 19 Years Old,84
2014,NAPA,10. 18 Years Old,11
2014,NAPA,11. 19 Years Old,16
2014,SANTA CLARA,11. 19 Years Old,16
2014,MONTEREY,09. 17 Years Old,19
2014,MONTEREY,10. 18 Years Old,23
2014,MONTEREY,11. 19 Years Old,51
2014,SAN FRANCISCO,09. 17 Years Old,12
2014,SAN FRANCISCO,10. 18 Years Old,18
2014,SAN FRANCISCO,11. 19 Years Old,28
2014,SANTA CLARA,07. 15 Years Old,13
2014,SANTA CLARA,08. 16 Years Old,22
2014,SANTA CLARA,09. 17 Years Old,43
2014,SANTA CLARA,10. 18 Years Old,67
2014,SANTA CLARA,11. 19 Years Old,87
2014,SONOMA,10. 18 Years Old,11
2014,SONOMA,11. 19 Years Old,12
2014,LAKE,11. 19 Years Old,12
2014,HUMBOLDT,11. 19 Years Old,18
2014,SANTA CLARA,10. 18 Years Old,20
2014,SANTA CLARA,11. 19 Years Old,16
2014,ALAMEDA,10. 18 Years Old,11
2014,ALAMEDA,11. 19 Years Old,14
2014,CONTRA COSTA,10. 18 Years Old,31
2014,CONTRA COSTA,11. 19 Years Old,28
2014,LAKE,11. 19 Years Old,11
2014,SANTA CRUZ,10. 18 Years Old,11
2014,SONOMA,10. 18 Years Old,20
2014,SONOMA,11. 19 Years Old,31
2014,SOLANO,10. 18 Years Old,12
2014,SOLANO,11. 19 Years Old,17
2014,MENDOCINO,10. 18 Years Old,18
2014,MENDOCINO,11. 19 Years Old,28
2014,ALAMEDA,11. 19 Years Old,20
2014,ALAMEDA,11. 19 Years Old,18
2014,SANTA CRUZ,09. 17 Years Old,21
2014,SANTA CRUZ,10. 18 Years Old,31
2014,SANTA CRUZ,11. 19 Years Old,49
2014,FRESNO,11. 19 Years Old,16
2014,FRESNO,08. 16 Years Old,12
2014,FRESNO,09. 17 Years Old,24
2014,FRESNO,10. 18 Years Old,33
2014,FRESNO,11. 19 Years Old,51
2014,TULARE,11. 19 Years Old,17
2014,KERN,07. 15 Years Old,18
2014,KERN,08. 16 Years Old,43
2014,KERN,09. 17 Years Old,51
2014,KERN,10. 18 Years Old,88
2014,KERN,11. 19 Years Old,137
2014,FRESNO,11. 19 Years Old,22
2014,KINGS,08. 16 Years Old,18
2014,KINGS,09. 17 Years Old,23
2014,KINGS,10. 18 Years Old,35
2014,KINGS,11. 19 Years Old,72
2014,FRESNO,08. 16 Years Old,17
2014,FRESNO,09. 17 Years Old,23
2014,FRESNO,10. 18 Years Old,48
2014,FRESNO,11. 19 Years Old,88
2014,FRESNO,07. 15 Years Old,28
2014,FRESNO,08. 16 Years Old,77
2014,FRESNO,09. 17 Years Old,112
2014,FRESNO,10. 18 Years Old,192
2014,FRESNO,11. 19 Years Old,239
2014,KERN,09. 17 Years Old,23
2014,KERN,10. 18 Years Old,25
2014,KERN,11. 19 Years Old,33
2014,STANISLAUS,07. 15 Years Old,13
2014,STANISLAUS,08. 16 Years Old,32
2014,STANISLAUS,09. 17 Years Old,50
2014,STANISLAUS,10. 18 Years Old,88
2014,STANISLAUS,11. 19 Years Old,145
2014,MERCED,10. 18 Years Old,14
2014,MERCED,11. 19 Years Old,17
2014,STANISLAUS,09. 17 Years Old,13
2014,STANISLAUS,10. 18 Years Old,21
2014,STANISLAUS,11. 19 Years Old,39
2014,FRESNO,10. 18 Years Old,12
2014,FRESNO,11. 19 Years Old,20
2014,TULARE,07. 15 Years Old,11
2014,TULARE,08. 16 Years Old,30
2014,TULARE,09. 17 Years Old,55
2014,TULARE,10. 18 Years Old,86
2014,TULARE,11. 19 Years Old,166
2014,KERN,07. 15 Years Old,12
2014,KERN,08. 16 Years Old,31
2014,KERN,09. 17 Years Old,55
2014,KERN,10. 18 Years Old,70
2014,KERN,11. 19 Years Old,131
2014,MADERA,07. 15 Years Old,14
2014,MADERA,08. 16 Years Old,18
2014,MADERA,09. 17 Years Old,38
2014,MADERA,10. 18 Years Old,36
2014,MADERA,11. 19 Years Old,77
2014,MERCED,09. 17 Years Old,13
2014,MERCED,10. 18 Years Old,21
2014,MERCED,11. 19 Years Old,30
2014,STANISLAUS,09. 17 Years Old,19
2014,STANISLAUS,10. 18 Years Old,21
2014,STANISLAUS,11. 19 Years Old,47
2014,KERN,08. 16 Years Old,15
2014,KERN,09. 17 Years Old,21
2014,KERN,10. 18 Years Old,43
2014,KERN,11. 19 Years Old,81
2014,MERCED,08. 16 Years Old,15
2014,MERCED,09. 17 Years Old,26
2014,MERCED,10. 18 Years Old,50
2014,MERCED,11. 19 Years Old,86
2014,KERN,10. 18 Years Old,12
2014,KERN,08. 16 Years Old,22
2014,KERN,09. 17 Years Old,58
2014,KERN,10. 18 Years Old,92
2014,KERN,11. 19 Years Old,172
2014,TULARE,08. 16 Years Old,20
2014,TULARE,09. 17 Years Old,41
2014,TULARE,10. 18 Years Old,48
2014,TULARE,11. 19 Years Old,73
2014,TUOLUMNE,11. 19 Years Old,12
2014,FRESNO,08. 16 Years Old,15
2014,FRESNO,09. 17 Years Old,35
2014,FRESNO,10. 18 Years Old,61
2014,FRESNO,11. 19 Years Old,82
2014,MADERA,11. 19 Years Old,13
2014,TULARE,09. 17 Years Old,15
2014,TULARE,10. 18 Years Old,32
2014,TULARE,11. 19 Years Old,60
2014,RIVERSIDE,10. 18 Years Old,12
2014,RIVERSIDE,11. 19 Years Old,18
2014,SAN BERNARDINO,08. 16 Years Old,15
2014,SAN BERNARDINO,09. 17 Years Old,39
2014,SAN BERNARDINO,10. 18 Years Old,68
2014,SAN BERNARDINO,11. 19 Years Old,116
2014,SAN BERNARDINO,10. 18 Years Old,21
2014,SAN BERNARDINO,11. 19 Years Old,24
2014,SAN BERNARDINO,08. 16 Years Old,22
2014,SAN BERNARDINO,09. 17 Years Old,51
2014,SAN BERNARDINO,10. 18 Years Old,62
2014,SAN BERNARDINO,11. 19 Years Old,114
2014,RIVERSIDE,09. 17 Years Old,13
2014,RIVERSIDE,10. 18 Years Old,17
2014,RIVERSIDE,11. 19 Years Old,46
2014,RIVERSIDE,08. 16 Years Old,13
2014,RIVERSIDE,09. 17 Years Old,33
2014,RIVERSIDE,10. 18 Years Old,62
2014,RIVERSIDE,11. 19 Years Old,85
2014,SAN BERNARDINO,09. 17 Years Old,15
2014,SAN BERNARDINO,10. 18 Years Old,33
2014,SAN BERNARDINO,11. 19 Years Old,51
2014,RIVERSIDE,08. 16 Years Old,14
2014,RIVERSIDE,09. 17 Years Old,25
2014,RIVERSIDE,10. 18 Years Old,46
2014,RIVERSIDE,11. 19 Years Old,64
2014,SAN BERNARDINO,11. 19 Years Old,23
